0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,labels
-414.4328918457031,73.46205139160156,-11.3027925491333,16.685218811035156,-9.702396392822266,-8.19018840789795,-21.597328186035156,-26.538494110107422,-15.402531623840332,0.4258226454257965,-16.041093826293945,2.538339376449585,-18.260295867919922,20.844255447387695,20.844255447387695,20.844255447387695,20.844255447387695,20.844255447387695,-6.713108062744141,-1.6246662139892578,-0.8696131706237793,0.6005128622055054,0.6005128622055054,0.6005128622055054,0.6005128622055054,0.6005128622055054,-24.662540435791016,-24.662540435791016,-24.662540435791016,-24.662540435791016,-24.662540435791016,5.750321388244629,1.2496148347854614,3.419778347015381,0.4990369975566864,0.4990369975566864,0.4990369975566864,0.4990369975566864,0.4990369975566864,surprised
-260.0387126146207,26.36519446287508,9.754202293401956,5.3286294041897335,-3.05442096063029,-5.1589791529210105,-9.717306174539923,-12.130522504398659,-7.521470185441867,-2.7418716058150854,-2.5240700099119926,-0.45281676810804783,-2.7772300937178436,14.08585322203166,14.08585322203166,14.08585322203166,14.08585322203166,14.085853222031655,-3.497274512372975,-1.487170567406184,-0.24174467922877207,0.6500395641654683,0.6500395641654693,0.6500395641654693,0.6500395641654693,0.6500395641654693,-15.874747226628283,-15.874747226628283,-15.874747226628283,-15.874747226628283,-15.874747226628301,2.2766152682064624,1.7173718384418863,1.5072505872165443,0.6463686408855739,0.6463686408855742,0.6463686408855742,0.6463686408855742,0.6463686408855742,surprised
-462.63629150390625,69.2107162475586,-10.70250129699707,11.373687744140625,-15.696044921875,-14.540932655334473,-30.91585350036621,-26.68465805053711,-6.306084156036377,-2.138209819793701,-12.32087516784668,-3.6513166427612305,-17.229677200317383,24.521556854248047,24.521556854248047,24.521556854248047,24.521556854248047,24.521556854248047,-6.059049129486084,-0.6728832125663757,-0.009321554563939571,1.4711787700653076,1.4711787700653076,1.4711787700653076,1.4711787700653076,1.4711787700653076,-26.25972557067871,-26.25972557067871,-26.25972557067871,-26.25972557067871,-26.25972557067871,6.417053699493408,1.9808721542358398,2.8571584224700928,-0.188878133893013,-0.188878133893013,-0.188878133893013,-0.188878133893013,-0.188878133893013,surprised
-478.68280029296875,-17.62765121459961,-31.85599136352539,-1.770594835281372,-22.777450561523438,-17.569246292114258,-29.83626365661621,-31.922481536865234,-20.71331214904785,-2.8778390884399414,-20.088132858276367,0.2696956396102905,-21.33501434326172,29.62057113647461,29.62057113647461,29.62057113647461,29.62057113647461,29.62057113647461,0.4177449941635132,0.5587457418441772,0.9122480154037476,1.7971246242523193,1.7971246242523193,1.7971246242523193,1.7971246242523193,1.7971246242523193,-28.251251220703125,-28.251251220703125,-28.251251220703125,-28.251251220703125,-28.251251220703125,1.2407442331314087,0.6472645998001099,2.8555948734283447,0.10610605031251907,0.10610605031251907,0.10610605031251907,0.10610605031251907,0.10610605031251907,surprised
-490.66217041015625,96.25879669189453,-6.576852321624756,21.453750610351562,-2.6271729469299316,-8.602240562438965,-17.96798324584961,-17.64812660217285,-19.343368530273438,1.7051596641540527,-14.295621871948242,1.1101443767547607,-16.661434173583984,24.84527015686035,24.84527015686035,24.84527015686035,24.84527015686035,24.84527015686035,-8.500977516174316,-2.2099854946136475,-1.6190059185028076,-0.005031351465731859,-0.005031351465731859,-0.005031351465731859,-0.005031351465731859,-0.005031351465731859,-29.652498245239258,-29.652498245239258,-29.652498245239258,-29.652498245239258,-29.652498245239258,6.608802318572998,1.2100937366485596,3.3674495220184326,0.7001752853393555,0.7001752853393555,0.7001752853393555,0.7001752853393555,0.7001752853393555,surprised
-326.2466133601317,30.29313643316449,11.904494434507784,8.537738081930845,1.0537146131319208,-3.367260060322907,-6.648050653848427,-8.459966258786618,-7.120348088544353,-3.954910873859525,-3.4687021370552036,-3.3583334183043076,-3.3971184612651806,18.520594411525497,18.520594411525497,18.520594411525497,18.520594411525497,18.52059441152549,-3.929398179094462,-2.006859412590655,-1.0466522552211857,-0.11521333255031772,-0.11521333255031752,-0.11521333255031752,-0.11521333255031752,-0.11521333255031752,-20.200144368436206,-20.200144368436206,-20.200144368436206,-20.200144368436206,-20.200144368436217,2.019017487869627,1.4087422144811719,1.276965128103786,0.6963191195995211,0.696319119599521,0.696319119599521,0.696319119599521,0.696319119599521,surprised
-541.4215087890625,94.30543518066406,-7.924233436584473,20.468212127685547,-9.723418235778809,-14.117396354675293,-22.746679306030273,-21.075305938720703,-10.836198806762695,0.2741256058216095,-13.82085132598877,-2.152496814727783,-19.20615005493164,28.532808303833008,28.532808303833008,28.532808303833008,28.532808303833008,28.532808303833008,-8.016190528869629,-1.5558700561523438,-1.0346934795379639,0.6194143295288086,0.6194143295288086,0.6194143295288086,0.6194143295288086,0.6194143295288086,-31.64227867126465,-31.64227867126465,-31.64227867126465,-31.64227867126465,-31.64227867126465,7.264287948608398,1.6320788860321045,3.1411068439483643,-0.13210579752922058,-0.13210579752922058,-0.13210579752922058,-0.13210579752922058,-0.13210579752922058,surprised
-556.5120849609375,6.0052690505981445,-29.284528732299805,3.3462116718292236,-16.235071182250977,-17.889278411865234,-26.909788131713867,-22.602001190185547,-25.671905517578125,-0.5925067067146301,-19.073070526123047,-0.5128502249717712,-20.310354232788086,33.6842155456543,33.6842155456543,33.6842155456543,33.6842155456543,33.6842155456543,-1.3020728826522827,0.09072143584489822,0.19801966845989227,1.225184679031372,1.225184679031372,1.225184679031372,1.225184679031372,1.225184679031372,-33.3243293762207,-33.3243293762207,-33.3243293762207,-33.3243293762207,-33.3243293762207,2.1908156871795654,0.4914858937263489,2.8700437545776367,0.267361044883728,0.267361044883728,0.267361044883728,0.267361044883728,0.267361044883728,surprised
-419.0530700683594,71.62800598144531,-2.4074645042419434,19.360126495361328,-8.376938819885254,-4.734396934509277,-16.182950973510742,-22.654672622680664,-17.084552764892578,-2.7670068740844727,-12.50351333618164,0.586904764175415,-15.200813293457031,21.22300910949707,21.22300910949707,21.22300910949707,21.22300910949707,21.22300910949707,-7.224115371704102,-2.368351697921753,-1.4073238372802734,0.2652491331100464,0.2652491331100464,0.2652491331100464,0.2652491331100464,0.2652491331100464,-25.544189453125,-25.544189453125,-25.544189453125,-25.544189453125,-25.544189453125,5.0437798500061035,1.496990442276001,3.227285623550415,0.6799606680870056,0.6799606680870056,0.6799606680870056,0.6799606680870056,0.6799606680870056,angry
-258.8569814247935,23.84101118988163,11.047230694238943,5.537206763608721,-1.7857181307329604,-3.897414294696565,-7.835849352716553,-10.4330808538654,-9.406858155134298,-3.9646936015620873,-1.9825625950103087,-0.519061314575913,-2.939596293388109,14.12962392991966,14.12962392991966,14.12962392991966,14.12962392991966,14.129623929919655,-3.5095965361804398,-1.7067136810080155,-0.44201955202865606,0.3949084509576193,0.3949084509576201,0.3949084509576201,0.3949084509576201,0.3949084509576201,-16.093907264014902,-16.093907264014902,-16.093907264014902,-16.093907264014902,-16.093907264014913,1.837016073769061,1.633537475713313,1.4692957042717691,0.7537283361179022,0.7537283361179021,0.7537283361179021,0.7537283361179021,0.7537283361179021,angry
